230.0,240.0,233.0,117.0479098917181,122.66492349146566,118.72408368395381
232.0,240.0,234.0,112.8905484563945,117.34735489455792,113.99959164003852
225.0,237.0,229.0,121.53173506084421,128.52993263609366,123.84721768536966
224.0,236.0,227.0,116.41545329539247,123.56476855605018,118.18423368998118
225.0,236.0,228.0,117.20987511791641,123.68206188867954,118.95973351298802
228.0,239.0,231.0,115.71497569943708,122.0564447559421,117.43204782492535
220.0,233.0,223.0,119.55765680476851,127.48714434946201,121.36278362545123
215.0,232.0,220.0,120.66194354220987,131.27740140593303,123.72655515222095
215.0,233.0,219.0,122.79223934285204,134.0700254981567,125.24714395976274
220.0,233.0,223.0,116.01737473618755,123.96970881040562,117.82541974751605
222.0,235.0,225.0,116.43909245148971,124.29804508898948,118.2293199286847
230.0,241.0,232.0,118.1776036803863,124.37269810240973,119.29644175627631
230.0,241.0,233.0,120.87504556019711,127.0357605511919,122.5462394249031
214.0,235.0,221.0,123.51961689959647,136.7140786869458,127.83721760963189
213.0,231.0,217.0,118.61393741890747,130.06914895039841,121.09522759427159
228.0,239.0,231.0,114.58503212000902,120.91412142042907,116.2984373906038
226.0,237.0,228.0,115.97250809614897,122.44829750483575,117.13861566521139
220.0,234.0,223.0,115.84892232466973,124.46698895178508,117.6663425902423
223.0,236.0,227.0,117.71186521671734,125.45960296230571,120.07142087727713
216.0,235.0,222.0,119.77912166561136,131.62410139863624,123.45281139716553
216.0,233.0,220.0,115.58543545455744,126.26370102663063,118.04301352505429
218.0,233.0,222.0,118.58300780275626,127.86700360763281,121.01922492774287
221.0,235.0,225.0,117.57855070027809,126.11447921130024,119.98683406023571
227.0,239.0,230.0,117.45980098527333,124.43468486297925,119.18944804093562
208.0,232.0,216.0,123.39154372670019,138.8639298818627,128.41152385725138
208.0,233.0,216.0,121.4080117839859,137.59299229204655,126.43629470590443
211.0,227.0,214.0,116.05007516426933,126.27353426690387,117.9093643721925
213.0,228.0,215.0,115.55627800490748,125.08674677817321,116.79043441928954
203.0,224.0,207.0,119.02935491129284,132.7613966636294,121.52066249614043
209.0,227.0,214.0,120.11530087344906,131.6695286255091,123.23697086070923
193.0,225.0,201.0,115.11589159938436,136.6564984952804,120.04455735281103
185.0,222.0,194.0,121.81661359649388,146.79161841168343,127.2561410982228
166.0,214.0,179.0,111.00952455254084,141.61905696102386,116.97897458617257
165.0,212.0,177.0,106.70396837418755,135.8124850387871,111.58700933486188
170.0,211.0,179.0,110.30113550342418,136.3597073994447,114.47991208075383
160.0,215.0,176.0,109.95872734067216,144.4946762979224,116.58912368745976
175.0,223.0,187.0,117.21391590287435,149.60328434743482,123.88971403854151
162.0,216.0,176.0,110.17163543784626,144.45988256694062,116.05450028641462
160.0,220.0,178.0,113.16487185088144,152.1525926989936,121.38271739083952
164.0,224.0,181.0,114.48802807862957,154.44194798183403,122.8877172940942
171.0,212.0,180.0,114.20296964405706,140.6793894446832,118.6634137062944
179.0,217.0,189.0,114.54831601652474,139.78069469330492,120.16736524705628
183.0,227.0,195.0,114.63810096892156,144.51687504310607,121.72034408033917
162.0,213.0,176.0,109.73283610973999,141.76444646563323,115.62778128669042
153.0,214.0,172.0,109.18379707201157,146.0545992075511,115.78708712184955
